Make,Model,Condition,Price,Year,Body_Type,Fuel_Type,Enginer_Size,Fuel_Consumption,Acceleration,GearBox,DriveTrain,CO2_Emissions,Doors,Seats,Annual_Tax,Ad_Link
AUDI,TTS,Used,14800,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201902225206106
AUDI,TTS,Used,14820,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201902084746120
AUDI,TTS,Used,14000,2008,Coupe,Petrol,2.0L,34.9 mpg,5.4,Manual,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201902154978036
AUDI,TTS,Used,14950,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201903095712586
AUDI,TTS,Used,14489,2008,Convertible,Petrol,2.0L,35.8 mpg,5.5,Automatic,quattro,184,2 doors,2 seats,,https://www.autotrader.co.uk/classified/advert/201901023581935
AUDI,TTS,Used,12955,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201902165002746
AUDI,TTS,Used,12795,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201807268838923
AUDI,TTS,Used,12777,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201811222661032
AUDI,TTS,Used,12500,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201902084728165
AUDI,TTS,Used,12500,2008,Convertible,Petrol,2.0L,34.4 mpg,5.6,Manual,quattro,194,2 doors,2 seats,290,https://www.autotrader.co.uk/classified/advert/201902054638135
AUDI,TTS,Used,12195,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290,https://www.autotrader.co.uk/classified/advert/201902165007106
AUDI,TTS,Used,12495,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201811082251344
AUDI,TTS,Used,12000,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290,https://www.autotrader.co.uk/classified/advert/201902275353891
AUDI,TTS,Used,15133,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Manual,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201901194089772
AUDI,TTS,Used,15995,2008,Coupe,Petrol,2.0L,36.7 mpg,5.3,Automatic,quattro,179,3 doors,4 seats,,https://www.autotrader.co.uk/classified/advert/201901264324406
AUDI,TTS,Used,15200,2008,Coupe,Petrol,2.0L,35.8 mpg,5.4,Automatic,quattro,184,3 doors,4 seats,250,https://www.autotrader.co.uk/classified/advert/201902074691105
AUDI,TTS,Used,12000,2008,Coupe,Petrol,2.0L,35.3 mpg,5.4,Manual,quattro,191,3 doors,4 seats,290,https://www.autotrader.co.uk/classified/advert/201902225181455
